,Supplier name,Price,Availability,Number of products sold,Revenue generated,Stock levels,Lead times,Order quantities,Shipping times,Shipping costs,Production volumes,Manufacturing lead time,Manufacturing costs,Defect rates,Costs,Distance
12,Supplier 4,-0.8498212388235643,1.5588235294117647,17.375,-0.7046958986757581,89.0,1.7,-0.25,0.5,-0.4482450422963075,-0.8928939237899073,-0.37037037037037035,0.8497927452788074,-0.39326769642810644,0.6591091406837278,115.55201958575832
13,Supplier 5,4.403273345445212,1.0,9.375,-0.18907501980343758,22.0,0.3,-0.32954545454545453,2.0,-0.785266246601338,-0.035015447991761074,-0.3333333333333333,0.16086805710114496,0.03625207811594261,0.7952061258549149,41.74283510879255
14,Supplier 1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,Supplier 1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,Supplier 1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,Supplier 1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,Supplier 2,4.655258303945057,0.029411764705882353,121.5,-0.4809693109789701,13.0,1.7,-0.056818181818181816,-0.5,-0.11022859974351788,-0.008238928939237899,-0.14814814814814814,0.5627467217962678,-0.16067312717285614,6.017527368653431,148.93002045590154
19,Supplier 4,-0.8498212388235643,1.5588235294117647,17.375,-0.7046958986757581,89.0,1.7,-0.25,0.5,-0.4482450422963075,-0.8928939237899073,-0.37037037037037035,0.8497927452788074,-0.39326769642810644,0.6591091406837278,115.55201958575832
20,Supplier 1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,Supplier 5,4.403273345445212,1.0,9.375,-0.18907501980343758,22.0,0.3,-0.32954545454545453,2.0,-0.785266246601338,-0.035015447991761074,-0.3333333333333333,0.16086805710114496,0.03625207811594261,0.7952061258549149,41.74283510879255
22,Supplier 4,-0.8498212388235643,1.5588235294117647,17.375,-0.7046958986757581,89.0,1.7,-0.25,0.5,-0.4482450422963075,-0.8928939237899073,-0.37037037037037035,0.8497927452788074,-0.39326769642810644,0.6591091406837278,115.55201958575832
23,Supplier 5,4.403273345445212,1.0,9.375,-0.18907501980343758,22.0,0.3,-0.32954545454545453,2.0,-0.785266246601338,-0.035015447991761074,-0.3333333333333333,0.16086805710114496,0.03625207811594261,0.7952061258549149,41.74283510879255
24,Supplier 2,4.655258303945057,0.029411764705882353,121.5,-0.4809693109789701,13.0,1.7,-0.056818181818181816,-0.5,-0.11022859974351788,-0.008238928939237899,-0.14814814814814814,0.5627467217962678,-0.16067312717285614,6.017527368653431,148.93002045590154
25,Supplier 4,-0.8498212388235643,1.5588235294117647,17.375,-0.7046958986757581,89.0,1.7,-0.25,0.5,-0.4482450422963075,-0.8928939237899073,-0.37037037037037035,0.8497927452788074,-0.39326769642810644,0.6591091406837278,115.55201958575832
26,Supplier 2,4.655258303945057,0.029411764705882353,121.5,-0.4809693109789701,13.0,1.7,-0.056818181818181816,-0.5,-0.11022859974351788,-0.008238928939237899,-0.14814814814814814,0.5627467217962678,-0.16067312717285614,6.017527368653431,148.93002045590154
27,Supplier 5,4.403273345445212,1.0,9.375,-0.18907501980343758,22.0,0.3,-0.32954545454545453,2.0,-0.785266246601338,-0.035015447991761074,-0.3333333333333333,0.16086805710114496,0.03625207811594261,0.7952061258549149,41.74283510879255
28,Supplier 1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29,Supplier 1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,Supplier 4,-0.8498212388235643,1.5588235294117647,17.375,-0.7046958986757581,89.0,1.7,-0.25,0.5,-0.4482450422963075,-0.8928939237899073,-0.37037037037037035,0.8497927452788074,-0.39326769642810644,0.6591091406837278,115.55201958575832
31,Supplier 3,5.166957478812676,0.6176470588235294,99.25,-0.09561252582788048,57.0,-0.3,0.09090909090909091,1.0,-0.6329282076027121,-0.7785787847579815,0.07407407407407407,0.5080764488339607,-0.9505718190478362,0.32294040792189654,166.7882958966116
32,Supplier 3,5.166957478812676,0.6176470588235294,99.25,-0.09561252582788048,57.0,-0.3,0.09090909090909091,1.0,-0.6329282076027121,-0.7785787847579815,0.07407407407407407,0.5080764488339607,-0.9505718190478362,0.32294040792189654,166.7882958966116
33,Supplier 5,4.403273345445212,1.0,9.375,-0.18907501980343758,22.0,0.3,-0.32954545454545453,2.0,-0.785266246601338,-0.035015447991761074,-0.3333333333333333,0.16086805710114496,0.03625207811594261,0.7952061258549149,41.74283510879255
34,Supplier 1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,Supplier 1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36,Supplier 2,4.655258303945057,0.029411764705882353,121.5,-0.4809693109789701,13.0,1.7,-0.056818181818181816,-0.5,-0.11022859974351788,-0.008238928939237899,-0.14814814814814814,0.5627467217962678,-0.16067312717285614,6.017527368653431,148.93002045590154
37,Supplier 3,5.166957478812676,0.6176470588235294,99.25,-0.09561252582788048,57.0,-0.3,0.09090909090909091,1.0,-0.6329282076027121,-0.7785787847579815,0.07407407407407407,0.5080764488339607,-0.9505718190478362,0.32294040792189654,166.7882958966116
38,Supplier 5,4.403273345445212,1.0,9.375,-0.18907501980343758,22.0,0.3,-0.32954545454545453,2.0,-0.785266246601338,-0.035015447991761074,-0.3333333333333333,0.16086805710114496,0.03625207811594261,0.7952061258549149,41.74283510879255
39,Supplier 2,4.655258303945057,0.029411764705882353,121.5,-0.4809693109789701,13.0,1.7,-0.056818181818181816,-0.5,-0.11022859974351788,-0.008238928939237899,-0.14814814814814814,0.5627467217962678,-0.16067312717285614,6.017527368653431,148.93002045590154
40,Supplier 1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41,Supplier 4,-0.8498212388235643,1.5588235294117647,17.375,-0.7046958986757581,89.0,1.7,-0.25,0.5,-0.4482450422963075,-0.8928939237899073,-0.37037037037037035,0.8497927452788074,-0.39326769642810644,0.6591091406837278,115.55201958575832
42,Supplier 5,4.403273345445212,1.0,9.375,-0.18907501980343758,22.0,0.3,-0.32954545454545453,2.0,-0.785266246601338,-0.035015447991761074,-0.3333333333333333,0.16086805710114496,0.03625207811594261,0.7952061258549149,41.74283510879255
43,Supplier 5,4.403273345445212,1.0,9.375,-0.18907501980343758,22.0,0.3,-0.32954545454545453,2.0,-0.785266246601338,-0.035015447991761074,-0.3333333333333333,0.16086805710114496,0.03625207811594261,0.7952061258549149,41.74283510879255
44,Supplier 2,4.655258303945057,0.029411764705882353,121.5,-0.4809693109789701,13.0,1.7,-0.056818181818181816,-0.5,-0.11022859974351788,-0.008238928939237899,-0.14814814814814814,0.5627467217962678,-0.16067312717285614,6.017527368653431,148.93002045590154
45,Supplier 2,4.655258303945057,0.029411764705882353,121.5,-0.4809693109789701,13.0,1.7,-0.056818181818181816,-0.5,-0.11022859974351788,-0.008238928939237899,-0.14814814814814814,0.5627467217962678,-0.16067312717285614,6.017527368653431,148.93002045590154
46,Supplier 3,5.166957478812676,0.6176470588235294,99.25,-0.09561252582788048,57.0,-0.3,0.09090909090909091,1.0,-0.6329282076027121,-0.7785787847579815,0.07407407407407407,0.5080764488339607,-0.9505718190478362,0.32294040792189654,166.7882958966116
47,Supplier 1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48,Supplier 2,4.655258303945057,0.029411764705882353,121.5,-0.4809693109789701,13.0,1.7,-0.056818181818181816,-0.5,-0.11022859974351788,-0.008238928939237899,-0.14814814814814814,0.5627467217962678,-0.16067312717285614,6.017527368653431,148.93002045590154
49,Supplier 5,4.403273345445212,1.0,9.375,-0.18907501980343758,22.0,0.3,-0.32954545454545453,2.0,-0.785266246601338,-0.035015447991761074,-0.3333333333333333,0.16086805710114496,0.03625207811594261,0.7952061258549149,41.74283510879255
50,Supplier 2,4.655258303945057,0.029411764705882353,121.5,-0.4809693109789701,13.0,1.7,-0.056818181818181816,-0.5,-0.11022859974351788,-0.008238928939237899,-0.14814814814814814,0.5627467217962678,-0.16067312717285614,6.017527368653431,148.93002045590154
51,Supplier 5,4.403273345445212,1.0,9.375,-0.18907501980343758,22.0,0.3,-0.32954545454545453,2.0,-0.785266246601338,-0.035015447991761074,-0.3333333333333333,0.16086805710114496,0.03625207811594261,0.7952061258549149,41.74283510879255
52,Supplier 1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53,Supplier 1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54,Supplier 1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55,Supplier 2,4.655258303945057,0.029411764705882353,121.5,-0.4809693109789701,13.0,1.7,-0.056818181818181816,-0.5,-0.11022859974351788,-0.008238928939237899,-0.14814814814814814,0.5627467217962678,-0.16067312717285614,6.017527368653431,148.93002045590154
56,Supplier 1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57,Supplier 2,4.655258303945057,0.029411764705882353,121.5,-0.4809693109789701,13.0,1.7,-0.056818181818181816,-0.5,-0.11022859974351788,-0.008238928939237899,-0.14814814814814814,0.5627467217962678,-0.16067312717285614,6.017527368653431,148.93002045590154
58,Supplier 3,5.166957478812676,0.6176470588235294,99.25,-0.09561252582788048,57.0,-0.3,0.09090909090909091,1.0,-0.6329282076027121,-0.7785787847579815,0.07407407407407407,0.5080764488339607,-0.9505718190478362,0.32294040792189654,166.7882958966116
59,Supplier 1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60,Supplier 4,-0.8498212388235643,1.5588235294117647,17.375,-0.7046958986757581,89.0,1.7,-0.25,0.5,-0.4482450422963075,-0.8928939237899073,-0.37037037037037035,0.8497927452788074,-0.39326769642810644,0.6591091406837278,115.55201958575832
61,Supplier 4,-0.8498212388235643,1.5588235294117647,17.375,-0.7046958986757581,89.0,1.7,-0.25,0.5,-0.4482450422963075,-0.8928939237899073,-0.37037037037037035,0.8497927452788074,-0.39326769642810644,0.6591091406837278,115.55201958575832
62,Supplier 2,4.655258303945057,0.029411764705882353,121.5,-0.4809693109789701,13.0,1.7,-0.056818181818181816,-0.5,-0.11022859974351788,-0.008238928939237899,-0.14814814814814814,0.5627467217962678,-0.16067312717285614,6.017527368653431,148.93002045590154
63,Supplier 3,5.166957478812676,0.6176470588235294,99.25,-0.09561252582788048,57.0,-0.3,0.09090909090909091,1.0,-0.6329282076027121,-0.7785787847579815,0.07407407407407407,0.5080764488339607,-0.9505718190478362,0.32294040792189654,166.7882958966116
64,Supplier 1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
65,Supplier 5,4.403273345445212,1.0,9.375,-0.18907501980343758,22.0,0.3,-0.32954545454545453,2.0,-0.785266246601338,-0.035015447991761074,-0.3333333333333333,0.16086805710114496,0.03625207811594261,0.7952061258549149,41.74283510879255
66,Supplier 5,4.403273345445212,1.0,9.375,-0.18907501980343758,22.0,0.3,-0.32954545454545453,2.0,-0.785266246601338,-0.035015447991761074,-0.3333333333333333,0.16086805710114496,0.03625207811594261,0.7952061258549149,41.74283510879255
67,Supplier 1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
68,Supplier 2,4.655258303945057,0.029411764705882353,121.5,-0.4809693109789701,13.0,1.7,-0.056818181818181816,-0.5,-0.11022859974351788,-0.008238928939237899,-0.14814814814814814,0.5627467217962678,-0.16067312717285614,6.017527368653431,148.93002045590154
69,Supplier 4,-0.8498212388235643,1.5588235294117647,17.375,-0.7046958986757581,89.0,1.7,-0.25,0.5,-0.4482450422963075,-0.8928939237899073,-0.37037037037037035,0.8497927452788074,-0.39326769642810644,0.6591091406837278,115.55201958575832
70,Supplier 1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71,Supplier 2,4.655258303945057,0.029411764705882353,121.5,-0.4809693109789701,13.0,1.7,-0.056818181818181816,-0.5,-0.11022859974351788,-0.008238928939237899,-0.14814814814814814,0.5627467217962678,-0.16067312717285614,6.017527368653431,148.93002045590154
72,Supplier 1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
73,Supplier 4,-0.8498212388235643,1.5588235294117647,17.375,-0.7046958986757581,89.0,1.7,-0.25,0.5,-0.4482450422963075,-0.8928939237899073,-0.37037037037037035,0.8497927452788074,-0.39326769642810644,0.6591091406837278,115.55201958575832
74,Supplier 4,-0.8498212388235643,1.5588235294117647,17.375,-0.7046958986757581,89.0,1.7,-0.25,0.5,-0.4482450422963075,-0.8928939237899073,-0.37037037037037035,0.8497927452788074,-0.39326769642810644,0.6591091406837278,115.55201958575832
75,Supplier 1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
76,Supplier 2,4.655258303945057,0.029411764705882353,121.5,-0.4809693109789701,13.0,1.7,-0.056818181818181816,-0.5,-0.11022859974351788,-0.008238928939237899,-0.14814814814814814,0.5627467217962678,-0.16067312717285614,6.017527368653431,148.93002045590154
77,Supplier 1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78,Supplier 5,4.403273345445212,1.0,9.375,-0.18907501980343758,22.0,0.3,-0.32954545454545453,2.0,-0.785266246601338,-0.035015447991761074,-0.3333333333333333,0.16086805710114496,0.03625207811594261,0.7952061258549149,41.74283510879255
79,Supplier 3,5.166957478812676,0.6176470588235294,99.25,-0.09561252582788048,57.0,-0.3,0.09090909090909091,1.0,-0.6329282076027121,-0.7785787847579815,0.07407407407407407,0.5080764488339607,-0.9505718190478362,0.32294040792189654,166.7882958966116
80,Supplier 3,5.166957478812676,0.6176470588235294,99.25,-0.09561252582788048,57.0,-0.3,0.09090909090909091,1.0,-0.6329282076027121,-0.7785787847579815,0.07407407407407407,0.5080764488339607,-0.9505718190478362,0.32294040792189654,166.7882958966116
81,Supplier 3,5.166957478812676,0.6176470588235294,99.25,-0.09561252582788048,57.0,-0.3,0.09090909090909091,1.0,-0.6329282076027121,-0.7785787847579815,0.07407407407407407,0.5080764488339607,-0.9505718190478362,0.32294040792189654,166.7882958966116
82,Supplier 2,4.655258303945057,0.029411764705882353,121.5,-0.4809693109789701,13.0,1.7,-0.056818181818181816,-0.5,-0.11022859974351788,-0.008238928939237899,-0.14814814814814814,0.5627467217962678,-0.16067312717285614,6.017527368653431,148.93002045590154
83,Supplier 1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84,Supplier 5,4.403273345445212,1.0,9.375,-0.18907501980343758,22.0,0.3,-0.32954545454545453,2.0,-0.785266246601338,-0.035015447991761074,-0.3333333333333333,0.16086805710114496,0.03625207811594261,0.7952061258549149,41.74283510879255
85,Supplier 5,4.403273345445212,1.0,9.375,-0.18907501980343758,22.0,0.3,-0.32954545454545453,2.0,-0.785266246601338,-0.035015447991761074,-0.3333333333333333,0.16086805710114496,0.03625207811594261,0.7952061258549149,41.74283510879255
86,Supplier 1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
87,Supplier 3,5.166957478812676,0.6176470588235294,99.25,-0.09561252582788048,57.0,-0.3,0.09090909090909091,1.0,-0.6329282076027121,-0.7785787847579815,0.07407407407407407,0.5080764488339607,-0.9505718190478362,0.32294040792189654,166.7882958966116
88,Supplier 2,4.655258303945057,0.029411764705882353,121.5,-0.4809693109789701,13.0,1.7,-0.056818181818181816,-0.5,-0.11022859974351788,-0.008238928939237899,-0.14814814814814814,0.5627467217962678,-0.16067312717285614,6.017527368653431,148.93002045590154
89,Supplier 1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
90,Supplier 3,5.166957478812676,0.6176470588235294,99.25,-0.09561252582788048,57.0,-0.3,0.09090909090909091,1.0,-0.6329282076027121,-0.7785787847579815,0.07407407407407407,0.5080764488339607,-0.9505718190478362,0.32294040792189654,166.7882958966116
91,Supplier 4,-0.8498212388235643,1.5588235294117647,17.375,-0.7046958986757581,89.0,1.7,-0.25,0.5,-0.4482450422963075,-0.8928939237899073,-0.37037037037037035,0.8497927452788074,-0.39326769642810644,0.6591091406837278,115.55201958575832
92,Supplier 2,4.655258303945057,0.029411764705882353,121.5,-0.4809693109789701,13.0,1.7,-0.056818181818181816,-0.5,-0.11022859974351788,-0.008238928939237899,-0.14814814814814814,0.5627467217962678,-0.16067312717285614,6.017527368653431,148.93002045590154
93,Supplier 4,-0.8498212388235643,1.5588235294117647,17.375,-0.7046958986757581,89.0,1.7,-0.25,0.5,-0.4482450422963075,-0.8928939237899073,-0.37037037037037035,0.8497927452788074,-0.39326769642810644,0.6591091406837278,115.55201958575832
94,Supplier 2,4.655258303945057,0.029411764705882353,121.5,-0.4809693109789701,13.0,1.7,-0.056818181818181816,-0.5,-0.11022859974351788,-0.008238928939237899,-0.14814814814814814,0.5627467217962678,-0.16067312717285614,6.017527368653431,148.93002045590154
95,Supplier 4,-0.8498212388235643,1.5588235294117647,17.375,-0.7046958986757581,89.0,1.7,-0.25,0.5,-0.4482450422963075,-0.8928939237899073,-0.37037037037037035,0.8497927452788074,-0.39326769642810644,0.6591091406837278,115.55201958575832
96,Supplier 3,5.166957478812676,0.6176470588235294,99.25,-0.09561252582788048,57.0,-0.3,0.09090909090909091,1.0,-0.6329282076027121,-0.7785787847579815,0.07407407407407407,0.5080764488339607,-0.9505718190478362,0.32294040792189654,166.7882958966116
97,Supplier 4,-0.8498212388235643,1.5588235294117647,17.375,-0.7046958986757581,89.0,1.7,-0.25,0.5,-0.4482450422963075,-0.8928939237899073,-0.37037037037037035,0.8497927452788074,-0.39326769642810644,0.6591091406837278,115.55201958575832
98,Supplier 5,4.403273345445212,1.0,9.375,-0.18907501980343758,22.0,0.3,-0.32954545454545453,2.0,-0.785266246601338,-0.035015447991761074,-0.3333333333333333,0.16086805710114496,0.03625207811594261,0.7952061258549149,41.74283510879255
99,Supplier 2,4.655258303945057,0.029411764705882353,121.5,-0.4809693109789701,13.0,1.7,-0.056818181818181816,-0.5,-0.11022859974351788,-0.008238928939237899,-0.14814814814814814,0.5627467217962678,-0.16067312717285614,6.017527368653431,148.93002045590154
