,Supplier name,Price,Availability,Number of products sold,Revenue generated,Stock levels,Lead times,Order quantities,Shipping times,Shipping costs,Production volumes,Manufacturing lead time,Manufacturing costs,Defect rates,Costs,Distance
39,Supplier 2,5.655258303945056,1.0294117647058822,122.5,0.5190306890210299,14.0,2.7,0.9431818181818182,0.5,0.8897714002564822,0.9917610710607621,0.8518518518518519,1.5627467217962678,0.8393268728271439,7.017527368653431,159.99986786229968
40,Supplier 1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,14.0
41,Supplier 4,0.15017876117643572,2.5588235294117645,18.375,0.29530410132424184,90.0,2.7,0.75,1.5,0.5517549577036924,0.10710607621009269,0.6296296296296297,1.8497927452788074,0.6067323035718936,1.659109140683728,121.73343124499027
42,Supplier 5,5.4032733454452115,2.0,10.375,0.8109249801965625,23.0,1.3,0.6704545454545454,3.0,0.21473375339866188,0.964984552008239,0.6666666666666666,1.160868057101145,1.0362520781159426,1.7952061258549148,52.39836410424189
43,Supplier 5,5.4032733454452115,2.0,10.375,0.8109249801965625,23.0,1.3,0.6704545454545454,3.0,0.21473375339866188,0.964984552008239,0.6666666666666666,1.160868057101145,1.0362520781159426,1.7952061258549148,52.39836410424189
44,Supplier 2,5.655258303945056,1.0294117647058822,122.5,0.5190306890210299,14.0,2.7,0.9431818181818182,0.5,0.8897714002564822,0.9917610710607621,0.8518518518518519,1.5627467217962678,0.8393268728271439,7.017527368653431,159.99986786229968
45,Supplier 2,5.655258303945056,1.0294117647058822,122.5,0.5190306890210299,14.0,2.7,0.9431818181818182,0.5,0.8897714002564822,0.9917610710607621,0.8518518518518519,1.5627467217962678,0.8393268728271439,7.017527368653431,159.99986786229968
46,Supplier 3,6.166957478812676,1.6176470588235294,100.25,0.9043874741721195,58.0,0.7,1.0909090909090908,2.0,0.367071792397288,0.22142121524201855,1.0740740740740742,1.5080764488339609,0.04942818095216373,1.3229404079218965,175.2729132221388
47,Supplier 1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,14.0
48,Supplier 2,5.655258303945056,1.0294117647058822,122.5,0.5190306890210299,14.0,2.7,0.9431818181818182,0.5,0.8897714002564822,0.9917610710607621,0.8518518518518519,1.5627467217962678,0.8393268728271439,7.017527368653431,159.99986786229968
49,Supplier 5,5.4032733454452115,2.0,10.375,0.8109249801965625,23.0,1.3,0.6704545454545454,3.0,0.21473375339866188,0.964984552008239,0.6666666666666666,1.160868057101145,1.0362520781159426,1.7952061258549148,52.39836410424189
50,Supplier 2,5.655258303945056,1.0294117647058822,122.5,0.5190306890210299,14.0,2.7,0.9431818181818182,0.5,0.8897714002564822,0.9917610710607621,0.8518518518518519,1.5627467217962678,0.8393268728271439,7.017527368653431,159.99986786229968
51,Supplier 5,5.4032733454452115,2.0,10.375,0.8109249801965625,23.0,1.3,0.6704545454545454,3.0,0.21473375339866188,0.964984552008239,0.6666666666666666,1.160868057101145,1.0362520781159426,1.7952061258549148,52.39836410424189
52,Supplier 1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,14.0
53,Supplier 1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,14.0
54,Supplier 1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,14.0
55,Supplier 2,5.655258303945056,1.0294117647058822,122.5,0.5190306890210299,14.0,2.7,0.9431818181818182,0.5,0.8897714002564822,0.9917610710607621,0.8518518518518519,1.5627467217962678,0.8393268728271439,7.017527368653431,159.99986786229968
56,Supplier 1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,14.0
57,Supplier 2,5.655258303945056,1.0294117647058822,122.5,0.5190306890210299,14.0,2.7,0.9431818181818182,0.5,0.8897714002564822,0.9917610710607621,0.8518518518518519,1.5627467217962678,0.8393268728271439,7.017527368653431,159.99986786229968
58,Supplier 3,6.166957478812676,1.6176470588235294,100.25,0.9043874741721195,58.0,0.7,1.0909090909090908,2.0,0.367071792397288,0.22142121524201855,1.0740740740740742,1.5080764488339609,0.04942818095216373,1.3229404079218965,175.2729132221388
59,Supplier 1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,14.0
60,Supplier 4,0.15017876117643572,2.5588235294117645,18.375,0.29530410132424184,90.0,2.7,0.75,1.5,0.5517549577036924,0.10710607621009269,0.6296296296296297,1.8497927452788074,0.6067323035718936,1.659109140683728,121.73343124499027
61,Supplier 4,0.15017876117643572,2.5588235294117645,18.375,0.29530410132424184,90.0,2.7,0.75,1.5,0.5517549577036924,0.10710607621009269,0.6296296296296297,1.8497927452788074,0.6067323035718936,1.659109140683728,121.73343124499027
62,Supplier 2,5.655258303945056,1.0294117647058822,122.5,0.5190306890210299,14.0,2.7,0.9431818181818182,0.5,0.8897714002564822,0.9917610710607621,0.8518518518518519,1.5627467217962678,0.8393268728271439,7.017527368653431,159.99986786229968
63,Supplier 3,6.166957478812676,1.6176470588235294,100.25,0.9043874741721195,58.0,0.7,1.0909090909090908,2.0,0.367071792397288,0.22142121524201855,1.0740740740740742,1.5080764488339609,0.04942818095216373,1.3229404079218965,175.2729132221388
64,Supplier 1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,14.0
65,Supplier 5,5.4032733454452115,2.0,10.375,0.8109249801965625,23.0,1.3,0.6704545454545454,3.0,0.21473375339866188,0.964984552008239,0.6666666666666666,1.160868057101145,1.0362520781159426,1.7952061258549148,52.39836410424189
66,Supplier 5,5.4032733454452115,2.0,10.375,0.8109249801965625,23.0,1.3,0.6704545454545454,3.0,0.21473375339866188,0.964984552008239,0.6666666666666666,1.160868057101145,1.0362520781159426,1.7952061258549148,52.39836410424189
67,Supplier 1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,14.0
68,Supplier 2,5.655258303945056,1.0294117647058822,122.5,0.5190306890210299,14.0,2.7,0.9431818181818182,0.5,0.8897714002564822,0.9917610710607621,0.8518518518518519,1.5627467217962678,0.8393268728271439,7.017527368653431,159.99986786229968
69,Supplier 4,0.15017876117643572,2.5588235294117645,18.375,0.29530410132424184,90.0,2.7,0.75,1.5,0.5517549577036924,0.10710607621009269,0.6296296296296297,1.8497927452788074,0.6067323035718936,1.659109140683728,121.73343124499027
70,Supplier 1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,14.0
71,Supplier 2,5.655258303945056,1.0294117647058822,122.5,0.5190306890210299,14.0,2.7,0.9431818181818182,0.5,0.8897714002564822,0.9917610710607621,0.8518518518518519,1.5627467217962678,0.8393268728271439,7.017527368653431,159.99986786229968
72,Supplier 1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,14.0
73,Supplier 4,0.15017876117643572,2.5588235294117645,18.375,0.29530410132424184,90.0,2.7,0.75,1.5,0.5517549577036924,0.10710607621009269,0.6296296296296297,1.8497927452788074,0.6067323035718936,1.659109140683728,121.73343124499027
74,Supplier 4,0.15017876117643572,2.5588235294117645,18.375,0.29530410132424184,90.0,2.7,0.75,1.5,0.5517549577036924,0.10710607621009269,0.6296296296296297,1.8497927452788074,0.6067323035718936,1.659109140683728,121.73343124499027
75,Supplier 1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,14.0
76,Supplier 2,5.655258303945056,1.0294117647058822,122.5,0.5190306890210299,14.0,2.7,0.9431818181818182,0.5,0.8897714002564822,0.9917610710607621,0.8518518518518519,1.5627467217962678,0.8393268728271439,7.017527368653431,159.99986786229968
77,Supplier 1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,14.0
78,Supplier 5,5.4032733454452115,2.0,10.375,0.8109249801965625,23.0,1.3,0.6704545454545454,3.0,0.21473375339866188,0.964984552008239,0.6666666666666666,1.160868057101145,1.0362520781159426,1.7952061258549148,52.39836410424189
79,Supplier 3,6.166957478812676,1.6176470588235294,100.25,0.9043874741721195,58.0,0.7,1.0909090909090908,2.0,0.367071792397288,0.22142121524201855,1.0740740740740742,1.5080764488339609,0.04942818095216373,1.3229404079218965,175.2729132221388
80,Supplier 3,6.166957478812676,1.6176470588235294,100.25,0.9043874741721195,58.0,0.7,1.0909090909090908,2.0,0.367071792397288,0.22142121524201855,1.0740740740740742,1.5080764488339609,0.04942818095216373,1.3229404079218965,175.2729132221388
81,Supplier 3,6.166957478812676,1.6176470588235294,100.25,0.9043874741721195,58.0,0.7,1.0909090909090908,2.0,0.367071792397288,0.22142121524201855,1.0740740740740742,1.5080764488339609,0.04942818095216373,1.3229404079218965,175.2729132221388
82,Supplier 2,5.655258303945056,1.0294117647058822,122.5,0.5190306890210299,14.0,2.7,0.9431818181818182,0.5,0.8897714002564822,0.9917610710607621,0.8518518518518519,1.5627467217962678,0.8393268728271439,7.017527368653431,159.99986786229968
83,Supplier 1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,14.0
84,Supplier 5,5.4032733454452115,2.0,10.375,0.8109249801965625,23.0,1.3,0.6704545454545454,3.0,0.21473375339866188,0.964984552008239,0.6666666666666666,1.160868057101145,1.0362520781159426,1.7952061258549148,52.39836410424189
85,Supplier 5,5.4032733454452115,2.0,10.375,0.8109249801965625,23.0,1.3,0.6704545454545454,3.0,0.21473375339866188,0.964984552008239,0.6666666666666666,1.160868057101145,1.0362520781159426,1.7952061258549148,52.39836410424189
86,Supplier 1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,14.0
87,Supplier 3,6.166957478812676,1.6176470588235294,100.25,0.9043874741721195,58.0,0.7,1.0909090909090908,2.0,0.367071792397288,0.22142121524201855,1.0740740740740742,1.5080764488339609,0.04942818095216373,1.3229404079218965,175.2729132221388
88,Supplier 2,5.655258303945056,1.0294117647058822,122.5,0.5190306890210299,14.0,2.7,0.9431818181818182,0.5,0.8897714002564822,0.9917610710607621,0.8518518518518519,1.5627467217962678,0.8393268728271439,7.017527368653431,159.99986786229968
89,Supplier 1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,14.0
90,Supplier 3,6.166957478812676,1.6176470588235294,100.25,0.9043874741721195,58.0,0.7,1.0909090909090908,2.0,0.367071792397288,0.22142121524201855,1.0740740740740742,1.5080764488339609,0.04942818095216373,1.3229404079218965,175.2729132221388
91,Supplier 4,0.15017876117643572,2.5588235294117645,18.375,0.29530410132424184,90.0,2.7,0.75,1.5,0.5517549577036924,0.10710607621009269,0.6296296296296297,1.8497927452788074,0.6067323035718936,1.659109140683728,121.73343124499027
92,Supplier 2,5.655258303945056,1.0294117647058822,122.5,0.5190306890210299,14.0,2.7,0.9431818181818182,0.5,0.8897714002564822,0.9917610710607621,0.8518518518518519,1.5627467217962678,0.8393268728271439,7.017527368653431,159.99986786229968
93,Supplier 4,0.15017876117643572,2.5588235294117645,18.375,0.29530410132424184,90.0,2.7,0.75,1.5,0.5517549577036924,0.10710607621009269,0.6296296296296297,1.8497927452788074,0.6067323035718936,1.659109140683728,121.73343124499027
94,Supplier 2,5.655258303945056,1.0294117647058822,122.5,0.5190306890210299,14.0,2.7,0.9431818181818182,0.5,0.8897714002564822,0.9917610710607621,0.8518518518518519,1.5627467217962678,0.8393268728271439,7.017527368653431,159.99986786229968
95,Supplier 4,0.15017876117643572,2.5588235294117645,18.375,0.29530410132424184,90.0,2.7,0.75,1.5,0.5517549577036924,0.10710607621009269,0.6296296296296297,1.8497927452788074,0.6067323035718936,1.659109140683728,121.73343124499027
96,Supplier 3,6.166957478812676,1.6176470588235294,100.25,0.9043874741721195,58.0,0.7,1.0909090909090908,2.0,0.367071792397288,0.22142121524201855,1.0740740740740742,1.5080764488339609,0.04942818095216373,1.3229404079218965,175.2729132221388
97,Supplier 4,0.15017876117643572,2.5588235294117645,18.375,0.29530410132424184,90.0,2.7,0.75,1.5,0.5517549577036924,0.10710607621009269,0.6296296296296297,1.8497927452788074,0.6067323035718936,1.659109140683728,121.73343124499027
98,Supplier 5,5.4032733454452115,2.0,10.375,0.8109249801965625,23.0,1.3,0.6704545454545454,3.0,0.21473375339866188,0.964984552008239,0.6666666666666666,1.160868057101145,1.0362520781159426,1.7952061258549148,52.39836410424189
99,Supplier 2,5.655258303945056,1.0294117647058822,122.5,0.5190306890210299,14.0,2.7,0.9431818181818182,0.5,0.8897714002564822,0.9917610710607621,0.8518518518518519,1.5627467217962678,0.8393268728271439,7.017527368653431,159.99986786229968
